prb_alloc,DRB.UEThpUl,target_prb_ratio
21,2070.0,66
6,713.0,66
7,715.0,66
36,3182.0,66
21,2070.0,66
79,5734.0,66
13,1355.0,66
53,4705.0,66
88,5402.0,66
65,5578.0,66
100,5454.0,66
94,5262.0,66
62,5472.0,66
5,369.0,66
48,4232.0,66
13,1353.0,66
22,2286.0,66
22,2329.0,66
15,1360.0,66
29,2668.0,66
10,1204.0,66
76,5461.0,66
16,1563.0,66
37,3322.0,66
31,2747.0,66
7,711.0,66
23,2306.0,66
64,5474.0,66
9,919.0,66
31,2736.0,66
11,1212.0,66
83,5614.0,66
64,5487.0,66
21,2073.0,66
18,1957.0,66
61,5271.0,66
24,2481.0,66
29,2661.0,66
46,4001.0,66
66,5425.0,66
65,5542.0,66
28,2649.0,66
23,2365.0,66
22,2337.0,66
31,2739.0,66
3,0.0,66
31,2741.0,66
17,1581.0,66
24,2476.0,66
16,1530.0,66
25,2508.0,66
4,367.0,66
6,709.0,66
8,918.0,66
56,4921.0,66
65,5619.0,66
44,3831.0,66
9,931.0,66
70,5564.0,66
63,5527.0,66
68,5544.0,66
39,3507.0,66
30,2648.0,66
35,3186.0,66
71,5678.0,66
42,3729.0,66
70,5576.0,66
34,2933.0,66
59,5209.0,66
8,924.0,66
21,2062.0,66
74,5464.0,66
95,5815.0,66
44,3845.0,66
69,5508.0,66
30,2641.0,66
59,5154.0,66
53,4749.0,66
12,1361.0,66
18,1944.0,66
51,4438.0,66
13,1360.0,66
43,3850.0,66
89,5467.0,66
79,5547.0,66
56,4917.0,66
52,4716.0,66
78,5699.0,66
58,5194.0,66
8,930.0,66
32,2736.0,66
43,3851.0,66
65,5499.0,66
6,712.0,66
66,5774.0,66
47,4225.0,66
13,1360.0,66
60,5245.0,66
63,5514.0,66
95,5338.0,66
56,4932.0,66
12,1361.0,66
78,5477.0,66
73,5631.0,66
41,3755.0,66
42,3750.0,66
49,4360.0,66
57,4909.0,66
89,5469.0,66
93,5621.0,66
42,3752.0,66
98,5621.0,66
44,3843.0,66
88,5476.0,66
16,1590.0,66
79,5424.0,66
84,5479.0,66
77,5572.0,66
79,5331.0,66
68,5486.0,66
16,1540.0,66
36,3189.0,66
40,3509.0,66
17,1567.0,66
65,5557.0,66
36,3177.0,66
25,2513.0,66
72,5584.0,66
97,5524.0,66
100,6169.0,66
35,3176.0,66
41,3754.0,66
73,5485.0,66
79,5532.0,66
90,5692.0,66
58,5144.0,66
88,5398.0,66
57,4983.0,66
41,3741.0,66
52,4717.0,66
82,5538.0,66
61,5266.0,66
84,5451.0,66
44,3869.0,66
30,2667.0,66
18,1961.0,66
75,5512.0,66
1,0.0,66
55,4823.0,66
86,5552.0,66
45,4032.0,66
89,5698.0,66
92,4908.0,66
13,1358.0,66
60,5293.0,66
78,5592.0,66
61,5275.0,66
17,1574.0,66
38,3323.0,66
69,5525.0,66
22,2360.0,66
44,3832.0,66
44,3814.0,66
22,2384.0,66
12,1369.0,66
39,3495.0,66
89,5800.0,66
99,5521.0,66
57,4917.0,66
72,5728.0,66
20,2075.0,66
18,1955.0,66
2,0.0,66
23,2361.0,66
95,5440.0,66
25,2495.0,66
51,4464.0,66
69,5528.0,66
24,2470.0,66
57,4924.0,66
87,4473.0,66
100,5666.0,66
83,5571.0,66
67,5594.0,66
79,5592.0,66
28,2661.0,66
91,5564.0,66
54,4837.0,66
99,5428.0,66
65,5571.0,66
17,1572.0,66
36,3177.0,66
16,1570.0,66
54,4813.0,66
30,2664.0,66
12,1360.0,66
69,5522.0,66
3,0.0,66
62,5512.0,66
47,4224.0,66
90,5449.0,66
46,4000.0,66
62,5476.0,66
17,1523.0,66
6,708.0,66
72,5671.0,66
40,3510.0,66
74,5515.0,66
12,1359.0,66
53,4700.0,66
59,5171.0,66
86,5378.0,66
99,5692.0,66
26,2488.0,66
75,5600.0,66
35,3180.0,66
85,5433.0,66
47,4244.0,66
33,2928.0,66
79,5499.0,66
56,4891.0,66
21,2070.0,66
16,1528.0,66
81,5600.0,66
58,5169.0,66
26,2500.0,66
7,709.0,66
93,5574.0,66
7,710.0,66
52,4758.0,66
38,3326.0,66
23,2337.0,66
96,5444.0,66
18,1954.0,66
82,5666.0,66
32,2733.0,66
75,5514.0,66
94,6112.0,66
9,921.0,66
42,3757.0,66
5,366.0,66
40,3514.0,66
38,3293.0,66
29,2632.0,66
53,4727.0,66
19,1957.0,66
38,3327.0,66
5,417.0,46
44,5278.0,46
49,5654.0,46
90,5495.0,46
25,3316.0,46
96,5466.0,46
86,5444.0,46
81,5446.0,46
100,8172.0,46
41,4960.0,46
100,5454.0,46
46,5576.0,46
27,3544.0,46
46,5446.0,46
65,5552.0,46
25,3319.0,46
67,5472.0,46
37,4420.0,46
68,5574.0,46
48,5583.0,46
57,5503.0,46
66,5475.0,46
68,5610.0,46
26,3292.0,46
70,5485.0,46
61,5501.0,46
58,5538.0,46
68,5498.0,46
6,782.0,46
6,757.0,46
48,5499.0,46
23,2907.0,46
71,5481.0,46
20,2606.0,46
82,5485.0,46
7,771.0,46
2,0.0,46
63,5564.0,46
15,1787.0,46
61,5468.0,46
11,1288.0,46
19,2374.0,46
39,4677.0,46
79,5496.0,46
67,5526.0,46
96,5523.0,46
20,2594.0,46
80,5462.0,46
32,3954.0,46
1,0.0,46
86,5506.0,46
19,2394.0,46
64,5447.0,46
18,2378.0,46
60,5507.0,46
20,2639.0,46
20,2576.0,46
98,5460.0,46
33,4023.0,46
74,5492.0,46
92,5493.0,46
61,5478.0,46
1,0.0,46
60,5475.0,46
100,5498.0,46
14,1772.0,46
11,1331.0,46
23,2875.0,46
67,5502.0,46
5,425.0,46
77,5464.0,46
90,5460.0,46
93,5499.0,46
66,5524.0,46
68,5530.0,46
4,413.0,46
38,4338.0,46
49,5479.0,46
86,5480.0,46
93,5469.0,46
100,5470.0,46
44,5298.0,46
65,5524.0,46
52,5497.0,46
98,5490.0,46
6,768.0,46
3,0.0,46
26,3298.0,46
69,5582.0,46
75,5560.0,46
61,5458.0,46
80,5459.0,46
89,5484.0,46
48,5485.0,46
77,5528.0,46
73,5482.0,46
12,1566.0,46
65,5490.0,46
88,5473.0,46
87,5478.0,46
88,5455.0,46
73,6626.0,46
4,430.0,46
9,989.0,46
39,4548.0,46
65,5516.0,46
39,4712.0,46
71,5550.0,46
26,3346.0,46
54,5486.0,46
71,5474.0,46
69,5486.0,46
44,5353.0,46
43,5337.0,46
64,5485.0,46
53,5493.0,46
68,5628.0,46
55,5632.0,46
64,5523.0,46
93,5475.0,46
69,5482.0,46
67,5484.0,46
79,5561.0,46
17,2032.0,46
48,5471.0,46
21,2585.0,46
37,4390.0,46
29,3696.0,46
84,6050.0,46
79,5558.0,46
12,1568.0,46
28,3554.0,46
58,5505.0,46
79,5476.0,46
29,3716.0,46
71,5490.0,46
47,5537.0,46
80,5528.0,46
31,3938.0,46
93,5493.0,46
67,5637.0,46
33,4046.0,46
97,5503.0,46
28,3516.0,46
75,5480.0,46
59,5516.0,46
31,3894.0,46
12,1570.0,46
47,5561.0,46
31,3921.0,46
10,1262.0,46
3,0.0,46
28,3544.0,46
12,1575.0,46
87,5479.0,46
95,5480.0,46
49,5490.0,46
63,5521.0,46
75,5441.0,46
95,5490.0,46
63,5554.0,46
96,5471.0,46
4,418.0,46
22,2846.0,46
54,5449.0,46
54,5476.0,46
21,2609.0,46
72,5433.0,46
51,5539.0,46
51,5463.0,46
49,5457.0,46
50,5558.0,46
25,3328.0,46
95,5436.0,46
10,1273.0,46
44,5357.0,46
9,1014.0,46
24,3150.0,46
54,5584.0,46
19,2331.0,46
22,2896.0,46
59,5501.0,46
27,3535.0,46
58,5475.0,46
22,2887.0,46
98,5500.0,46
22,2810.0,46
13,1571.0,46
2,0.0,46
78,5517.0,46
76,5493.0,46
38,4335.0,46
17,2019.0,46
16,2074.0,46
94,5450.0,46
32,3942.0,46
34,4044.0,46
2,0.0,46
35,4205.0,46
50,5488.0,46
54,5517.0,46
90,5441.0,46
44,5309.0,46
88,5485.0,46
8,998.0,46
38,4365.0,46
48,5494.0,46
71,5529.0,46
5,415.0,46
14,1786.0,46
21,2560.0,46
98,5527.0,46
46,5506.0,46
31,3930.0,46
75,5482.0,46
14,1783.0,46
30,3695.0,46
23,2911.0,46
46,5404.0,46
89,5478.0,46
43,5350.0,46
8,1000.0,46
84,5456.0,46
97,5442.0,46
78,5494.0,46
65,5531.0,46
44,5353.0,46
52,5492.0,46
89,5418.0,46
47,5492.0,46
41,4961.0,46
86,5479.0,46
96,5471.0,46
27,3545.0,46
76,5474.0,46
42,4981.0,46
13,1572.0,46
78,5540.0,46
7,757.0,46
81,5474.0,46
14,1784.0,46
25,3334.0,46
93,5461.0,46
55,5507.0,46
85,5429.0,46
82,8594.0,46
40,4676.0,46
60,5475.0,46
33,3955.0,46
7,838.0,46
2,0.0,46
18,2353.0,46
13,1562.0,46
30,3680.0,46
12,1584.0,46
82,5479.0,46
40,4681.0,46
78,5501.0,46
15,1781.0,46
8,1013.0,46
21,2598.0,46
79,5566.0,46
96,5479.0,46
35,4217.0,46
4,411.0,46
56,5450.0,46
25,3284.0,46
39,4587.0,46
77,5474.0,46
57,5492.0,46
52,5488.0,46
19,2450.0,46
82,5458.0,46
65,5580.0,46
18,2369.0,46
15,1770.0,46
10,1287.0,46
81,5447.0,46
8,988.0,46
56,5484.0,46
62,5547.0,46
68,5514.0,46
56,5469.0,46
85,5479.0,46
35,4240.0,46
86,5496.0,46
60,5517.0,46
82,5450.0,46
34,3988.0,46
43,5350.0,46
50,5530.0,46
73,5459.0,46
96,5469.0,46
77,5479.0,46
85,5568.0,46
97,5464.0,46
78,5557.0,46
80,5462.0,46
68,5556.0,46
28,3458.0,46
22,2872.0,46
36,4277.0,46
39,4692.0,46
39,4701.0,46
37,4341.0,46
27,3518.0,46
44,5302.0,46
11,1300.0,46
75,5464.0,46
72,5464.0,46
70,5491.0,46
51,5585.0,46
8,999.0,46
68,5575.0,46
92,5479.0,46
11,1411.0,46
63,5539.0,46
83,5528.0,46
50,5553.0,46
73,5479.0,46
41,4937.0,46
84,5471.0,46
89,5415.0,46
55,5462.0,46
86,5482.0,46
13,1588.0,46
36,4221.0,46
13,1575.0,46
17,2096.0,46
11,1274.0,46
11,1283.0,46
46,5508.0,46
64,5528.0,46
12,1594.0,46
23,2873.0,46
86,5523.0,46
70,5484.0,46
30,3714.0,46
24,3145.0,46
18,2337.0,46
79,5454.0,46
37,4399.0,46
63,5509.0,46
63,5491.0,46
38,4484.0,46
23,2889.0,46
75,5461.0,46
41,4930.0,46
90,5433.0,46
6,763.0,46
76,5538.0,46
16,2045.0,46
82,9116.0,46
12,1582.0,46
76,5491.0,46
55,5473.0,46
13,1585.0,46
39,4647.0,46
25,3334.0,46
25,3298.0,46
51,5493.0,46
51,5504.0,46
34,3971.0,46
50,5568.0,46
66,5503.0,46
90,5452.0,46
13,1556.0,46
60,5550.0,46
17,2088.0,46
80,5517.0,46
55,5545.0,46
62,5573.0,46
47,5510.0,46
29,3707.0,46
88,5488.0,46
99,5509.0,46
85,5443.0,46
67,5517.0,46
38,4365.0,46
52,5533.0,46
10,1294.0,46
56,5477.0,46
17,2099.0,46
71,5472.0,46
41,4933.0,46
75,5491.0,46
88,5441.0,46
57,5565.0,46
41,4929.0,46
48,5512.0,46
32,3905.0,46
11,1301.0,46
14,1778.0,46
30,3690.0,46
33,3988.0,46
6,778.0,46
64,5579.0,46
18,2345.0,46
45,5510.0,46
81,5489.0,46
96,5523.0,46
67,5516.0,46
75,5514.0,46
64,5513.0,46
97,5446.0,46
94,5458.0,46
84,6098.0,46
26,3303.0,46
79,5467.0,46
94,5476.0,46
42,5011.0,46
94,5451.0,46
39,4688.0,46
12,1571.0,46
51,5516.0,46
26,3314.0,46
59,5537.0,46
65,5523.0,46
2,0.0,46
42,4930.0,46
31,3910.0,46
92,5455.0,46
25,3313.0,46
72,5476.0,46
75,5486.0,46
83,5472.0,46
37,4421.0,46
49,5481.0,46
17,2024.0,46
44,5157.0,46
27,3518.0,46
33,3931.0,46
64,5491.0,46
17,2084.0,46
18,2364.0,46
37,4393.0,46
58,5515.0,46
46,5557.0,46
41,4965.0,46
76,5484.0,46
17,2013.0,46
11,1314.0,46
3,0.0,46
66,5534.0,46
71,5513.0,46
72,5490.0,46
87,5455.0,46
87,5469.0,46
56,5454.0,46
6,772.0,46
65,5541.0,46
90,5467.0,46
60,5514.0,46
53,5531.0,46
85,5545.0,46
91,5480.0,46
18,2335.0,46
42,4949.0,46
65,5527.0,46
6,763.0,46
16,2102.0,46
81,5488.0,46
89,5458.0,46
44,5307.0,46
81,5444.0,46
3,0.0,46
96,5471.0,46
1,0.0,46
3,0.0,46
19,2377.0,46
70,5507.0,46
56,5518.0,46
40,4608.0,46
32,3920.0,46
20,2604.0,46
28,3544.0,46
9,1016.0,46
23,2923.0,46
37,4336.0,46
5,454.0,46
53,5555.0,46
87,5487.0,46
100,5503.0,46
84,8922.0,46
19,2347.0,46
14,1779.0,46
24,3143.0,46
8,1015.0,46
78,5441.0,46
20,2597.0,46
65,5456.0,46
23,2893.0,46
30,3688.0,46
71,5502.0,46
11,1287.0,46
67,5484.0,46
15,1781.0,46
49,5486.0,46
46,5303.0,46
34,4009.0,46
51,5518.0,46
1,0.0,46
24,3106.0,46
47,5481.0,46
49,5498.0,46
48,5481.0,46
46,5465.0,46
82,7965.0,46
62,5516.0,46
33,4049.0,46
15,1789.0,46
33,4004.0,46
24,3127.0,46
35,4272.0,46
70,5497.0,46
29,3666.0,46
84,6172.0,46
100,5426.0,46
79,5469.0,46
42,5023.0,46
86,5457.0,46
83,5467.0,46
88,5458.0,46
24,3096.0,46
16,2074.0,46
96,5445.0,46
15,1778.0,46
15,1795.0,46
78,5475.0,46
46,5455.0,46
57,5662.0,46
40,4479.0,46
2,0.0,46
34,4150.0,46
59,5530.0,46
46,5516.0,46
6,778.0,46
93,5468.0,46
3,0.0,46
63,5524.0,46
68,5479.0,46
69,5475.0,46
95,5466.0,46
58,5511.0,46
77,5498.0,46
9,996.0,46
95,5471.0,46
9,1011.0,46
100,5474.0,46
46,5479.0,46
63,5514.0,46
42,4909.0,46
55,5466.0,46
57,5492.0,46
72,5457.0,46
70,5509.0,46
12,1576.0,46
84,5523.0,46
31,3948.0,46
3,110.0,46
27,3532.0,46
35,4201.0,46
10,1302.0,46
20,2563.0,46
41,4977.0,46
29,3695.0,46
11,1278.0,46
80,5485.0,46
23,2931.0,46
34,3986.0,46
44,5351.0,46
16,2073.0,46
55,5501.0,46
90,5446.0,46
64,5479.0,46
54,5453.0,46
95,5504.0,46
25,3318.0,46
21,2560.0,46
72,5471.0,46
96,5474.0,46
19,2333.0,46
87,5424.0,46
93,5453.0,46
1,0.0,46
34,4047.0,46
52,5472.0,46
90,5458.0,46
1,0.0,46
16,2070.0,46
98,5469.0,46
75,5549.0,46
28,3582.0,46
84,5439.0,46
15,1785.0,46
75,5454.0,46
19,2312.0,46
26,3323.0,46
98,5497.0,46
40,4680.0,46
12,1580.0,46
88,5524.0,46
60,5478.0,46
80,5491.0,46
66,5524.0,46
37,4341.0,46
27,3534.0,46
19,2342.0,46
80,5477.0,46
91,5499.0,46
78,5474.0,46
95,5474.0,46
97,5512.0,46
71,5436.0,46
91,5485.0,46
83,5504.0,46
22,2842.0,46
35,4260.0,46
13,1568.0,46
70,5541.0,46
90,5417.0,46
11,1288.0,46
5,428.0,46
53,5564.0,46
68,5512.0,46
79,5500.0,46
26,3337.0,46
21,2598.0,46
24,3121.0,46
45,5519.0,46
18,2362.0,46
64,5506.0,46
47,5474.0,46
86,5438.0,46
57,5536.0,46
22,2880.0,46
81,5466.0,46
73,5460.0,46
74,5444.0,46
24,3135.0,46
81,5558.0,46
75,5473.0,46
78,5479.0,46
66,5504.0,46
21,2587.0,46
89,5485.0,46
39,4672.0,46
63,5501.0,46
60,5528.0,46
33,4032.0,46
54,5559.0,46
1,0.0,46
82,5427.0,46
56,5474.0,46
72,5564.0,46
30,3709.0,46
42,4931.0,46
78,5560.0,46
24,3082.0,46
94,5479.0,46
92,5464.0,46
40,4662.0,46
53,5490.0,46
79,5437.0,46
13,1577.0,46
28,3534.0,46
45,5604.0,46
88,5486.0,46
57,5491.0,46
92,5462.0,46
24,3093.0,46
29,3665.0,46
46,5551.0,46
16,2087.0,46
7,771.0,46
50,5537.0,46
32,3912.0,46
58,5531.0,46
58,5486.0,46
99,5474.0,46
4,432.0,46
22,2892.0,46
84,5539.0,46
82,5515.0,46
63,5500.0,46
28,3533.0,46
36,4250.0,46
92,5461.0,46
29,3686.0,46
81,5554.0,46
44,5313.0,46
59,5514.0,46
10,1289.0,46
83,5471.0,46
58,5553.0,46
74,5509.0,46
42,4963.0,46
14,1786.0,46
13,1571.0,46
91,5372.0,46
53,5537.0,46
62,5550.0,46
69,5576.0,46
24,3132.0,46
64,5528.0,46
89,5486.0,46
3,0.0,46
83,5471.0,46
76,5545.0,46
94,5478.0,46
52,5529.0,46
54,5501.0,46
91,5494.0,46
75,5604.0,46
83,5504.0,46
71,5433.0,46
21,2584.0,46
60,5508.0,46
49,5496.0,46
5,421.0,46
9,990.0,46
73,5520.0,46
34,4005.0,46
90,5473.0,46
77,5472.0,46
65,5530.0,46
23,2901.0,46
8,992.0,46
22,2917.0,46
11,1258.0,46
2,0.0,46
7,746.0,46
53,5482.0,46
47,5516.0,46
61,5491.0,46
92,5458.0,46
19,2346.0,46
24,3158.0,46
75,5500.0,46
62,5497.0,46
25,3375.0,46
3,0.0,46
63,5481.0,46
82,5463.0,46
55,5513.0,46
74,5509.0,46
95,5490.0,46
97,5463.0,46
2,0.0,46
39,4645.0,46
92,5434.0,46
13,1577.0,46
52,5481.0,46
45,5458.0,46
100,5463.0,46
42,4988.0,46
90,5486.0,46
57,5519.0,46
82,5455.0,46
74,5493.0,46
51,5506.0,46
79,5468.0,46
66,5539.0,46
53,5548.0,46
74,5519.0,46
43,5362.0,46
15,1784.0,46
21,2602.0,46
51,5507.0,46
72,5514.0,46
78,5465.0,46
80,5518.0,46
4,433.0,46
21,2626.0,46
14,1785.0,46
74,5402.0,46
30,3708.0,46
100,5502.0,46
38,4355.0,46
39,4680.0,46
80,5477.0,46
29,3677.0,46
81,5481.0,46
18,2384.0,46
28,3546.0,46
7,774.0,46
90,5457.0,46
99,5474.0,46
90,5494.0,46
61,5532.0,46
85,5453.0,46
26,3344.0,46
4,420.0,46
60,5503.0,46
85,5518.0,46
29,3670.0,46
92,5439.0,46
67,5492.0,46
50,5511.0,46
18,2374.0,46
33,4077.0,46
36,4220.0,46
66,5518.0,46
92,5463.0,46
7,761.0,46
68,5505.0,46
87,5468.0,46
57,5508.0,46
54,5549.0,46
52,5553.0,46
76,5476.0,46
80,5517.0,46
43,5311.0,46
82,5497.0,46
32,3955.0,46
30,3679.0,46
44,5220.0,46
100,5530.0,46
58,5564.0,46
89,5470.0,46
73,5516.0,46
66,5564.0,46
70,5493.0,46
64,5540.0,46
37,4381.0,46
4,429.0,46
99,5490.0,46
38,4329.0,46
34,4017.0,46
72,5486.0,46
81,5515.0,46
99,5448.0,46
87,5480.0,46
67,5513.0,46
87,5462.0,46
97,5445.0,46
67,5469.0,46
86,5475.0,46
48,5436.0,46
92,5447.0,46
36,4266.0,46
6,786.0,46
16,2054.0,46
15,1789.0,46
51,5614.0,46
73,5448.0,46
51,5481.0,46
42,4916.0,46
74,5524.0,46
36,4290.0,46
1,0.0,46
65,5485.0,46
5,428.0,46
12,1579.0,46
61,5526.0,46
73,5449.0,46
100,5499.0,46
78,5581.0,46
22,2893.0,46
81,5544.0,46
73,5482.0,46
38,4330.0,46
81,5471.0,46
84,5496.0,46
45,5456.0,46
19,2361.0,46
4,413.0,46
75,5455.0,46
67,5480.0,46
64,5493.0,46
21,2607.0,46
78,5481.0,46
26,3299.0,46
30,3684.0,46
15,1772.0,46
14,1779.0,46
14,1775.0,46
87,5459.0,46
41,5009.0,46
35,4288.0,46
2,0.0,46
43,5345.0,46
96,5516.0,46
77,5504.0,46
65,5547.0,46
98,5577.0,46
88,5464.0,46
18,2312.0,46
91,5481.0,46
68,5605.0,46
52,5458.0,46
41,4898.0,46
45,5470.0,46
95,5487.0,46
2,0.0,46
84,5421.0,46
31,3941.0,46
14,1771.0,46
34,4014.0,46
2,0.0,46
62,5457.0,46
27,3485.0,46
83,5454.0,46
46,5419.0,46
27,3542.0,46
38,4327.0,46
69,5445.0,46
84,5474.0,46
29,3705.0,46
5,416.0,46
78,5513.0,46
14,1778.0,46
63,5494.0,46
99,5499.0,46
99,5522.0,46
41,4987.0,46
81,5548.0,46
28,3589.0,46
45,5443.0,46
61,5497.0,46
78,5583.0,46
12,1566.0,46
88,5465.0,46
39,4623.0,46
98,5505.0,46
6,767.0,46
68,5488.0,46
1,0.0,46
44,5335.0,46
62,5494.0,46
82,5532.0,46
58,5569.0,46
59,5490.0,46
48,5502.0,46
28,3537.0,46
63,5489.0,46
99,5498.0,46
85,5702.0,46
53,5521.0,46
98,5519.0,46
80,5493.0,46
66,5471.0,46
97,5513.0,46
22,2818.0,46
94,5466.0,46
79,5526.0,46
96,5452.0,46
86,5505.0,46
88,5524.0,46
93,5472.0,46
33,4018.0,46
38,4399.0,46
53,5572.0,46
95,5473.0,46
45,5565.0,46
52,5520.0,46
7,778.0,46
95,5471.0,46
44,5316.0,46
23,2864.0,46
97,5456.0,46
10,1278.0,46
68,5504.0,46
87,5438.0,46
62,5571.0,46
22,2853.0,46
19,2363.0,46
36,4163.0,46
68,5585.0,46
7,768.0,46
19,2366.0,46
64,5540.0,46
72,5550.0,46
8,1001.0,46
54,5488.0,46
9,1001.0,46
25,3319.0,46
29,3676.0,46
96,5504.0,46
30,3704.0,46
48,5522.0,46
94,5475.0,46
60,5461.0,46
42,4894.0,46
100,5474.0,46
89,5513.0,46
84,5484.0,46
59,5501.0,46
41,4950.0,46
79,5571.0,46
7,759.0,46
69,5472.0,46
24,3146.0,46
29,3691.0,46
19,2357.0,46
4,410.0,46
50,5521.0,46
89,5471.0,46
27,3554.0,46
3,0.0,46
93,5498.0,46
34,3997.0,46
20,2544.0,46
34,4015.0,46
97,5499.0,46
56,5458.0,46
93,5450.0,46
88,5468.0,46
23,2854.0,46
97,5492.0,46
17,2039.0,46
67,5558.0,46
96,5529.0,46
35,4167.0,46
21,2593.0,46
69,5487.0,46
17,1998.0,46
80,5529.0,46
37,4436.0,46
89,5496.0,46
92,5526.0,46
47,5475.0,46
53,5475.0,46
92,5415.0,46
95,5486.0,46
14,1771.0,46
67,5617.0,46
100,5470.0,46
42,5101.0,46
90,5464.0,46
86,5513.0,46
73,5473.0,46
38,4330.0,46
50,5477.0,46
35,4204.0,46
94,5461.0,46
12,1561.0,46
57,5501.0,46
33,3997.0,46
94,5480.0,46
73,5508.0,46
95,5467.0,46
4,426.0,46
35,4286.0,46
45,5466.0,46
8,991.0,46
39,4650.0,46
7,766.0,46
55,5482.0,46
42,4945.0,46
77,5474.0,46
86,5465.0,46
85,5501.0,46
36,4286.0,46
93,5490.0,46
14,1775.0,46
60,5595.0,46
86,5499.0,46
14,1787.0,46
94,5526.0,46
98,5517.0,46
22,2886.0,46
10,1263.0,46
73,5462.0,46
58,5498.0,46
11,1295.0,46
83,5488.0,46
99,5460.0,46
27,3533.0,46
95,5443.0,46
83,5494.0,46
60,5495.0,46
23,2860.0,46
37,4418.0,46
55,5439.0,46
34,4008.0,46
31,3934.0,46
15,1857.0,46
20,2584.0,46
76,5442.0,46
7,778.0,46
30,3676.0,46
94,5503.0,46
59,5568.0,46
30,3700.0,46
52,5465.0,46
96,5474.0,46
50,5465.0,46
5,410.0,46
87,5453.0,46
91,5466.0,46
35,4242.0,46
78,5449.0,46
25,3338.0,46
1,0.0,46
20,2588.0,46
1,0.0,46
32,3923.0,46
99,5465.0,46
73,6053.0,46
58,5513.0,46
85,5472.0,46
47,5484.0,46
77,5506.0,46
46,5386.0,46
45,5530.0,46
8,1008.0,46
5,423.0,46
72,5438.0,46
32,3949.0,46
43,5330.0,46
70,5490.0,46
56,5474.0,46
100,5467.0,46
49,5502.0,46
57,5562.0,46
68,5499.0,46
59,5518.0,46
26,3341.0,46
27,3522.0,46
38,4358.0,46
78,5532.0,46
60,5570.0,46
18,2386.0,46
79,5569.0,46
43,5318.0,46
54,5471.0,46
57,5479.0,46
38,4429.0,46
43,5334.0,46
18,2395.0,46
20,2626.0,46
20,2601.0,46
39,4661.0,46
7,783.0,46
47,5490.0,46
95,5453.0,46
52,5472.0,46
31,3921.0,46
60,5499.0,46
18,2362.0,46
96,5443.0,46
92,5475.0,46
32,3936.0,46
45,5524.0,46
6,761.0,46
52,5472.0,46
69,5467.0,46
2,0.0,46
79,5520.0,46
77,5508.0,46
40,4638.0,46
47,5520.0,46
51,5465.0,46
74,5468.0,46
71,5509.0,46
22,2867.0,46
5,425.0,46
61,5472.0,46
90,5454.0,46
32,3957.0,46
97,5452.0,46
58,5502.0,46
94,5472.0,46
39,4685.0,46
49,5506.0,46
74,5546.0,46
35,4268.0,46
31,3960.0,46
8,998.0,46
21,2593.0,46
70,5598.0,46
80,5473.0,46
98,5447.0,46
29,3690.0,46
3,0.0,46
44,5334.0,46
90,5479.0,46
46,5464.0,46
70,5479.0,46
44,5345.0,46
35,4146.0,46
38,4430.0,46
65,5471.0,46
56,5515.0,46
61,5555.0,46
86,5543.0,46
57,5508.0,46
13,1639.0,46
31,3926.0,46
22,2831.0,46
13,1563.0,46
45,5449.0,46
36,4262.0,46
93,5470.0,46
17,2225.0,46
66,5533.0,46
31,3952.0,46
30,3677.0,46
47,5465.0,46
44,5318.0,46
37,4320.0,46
28,3546.0,46
27,3551.0,46
23,2920.0,46
47,5478.0,46
10,1268.0,46
50,5526.0,46
57,5508.0,46
58,5503.0,46
72,5469.0,46
85,5832.0,46
95,5479.0,46
73,5476.0,46
77,5503.0,46
90,5502.0,46
38,4368.0,46
7,771.0,46
26,3319.0,46
27,3544.0,46
64,5530.0,46
96,5496.0,46
49,5514.0,46
20,2549.0,46
83,5482.0,46
84,5466.0,46
97,5458.0,46
19,2364.0,46
61,5497.0,46
2,0.0,46
23,2910.0,46
42,4959.0,46
16,2061.0,46
56,5464.0,46
89,5487.0,46
45,5624.0,46
72,5469.0,46
60,5472.0,46
55,5468.0,46
2,0.0,46
57,5474.0,46
76,5528.0,46
34,4071.0,46
52,5533.0,46
20,2597.0,46
63,5615.0,46
93,5425.0,46
75,5465.0,46
48,5477.0,46
43,5231.0,46
64,5494.0,46
48,5471.0,46
95,5450.0,46
50,5499.0,46
9,992.0,46
48,5490.0,46
56,5467.0,46
70,5532.0,46
99,5463.0,46
76,5452.0,46
84,5625.0,46
36,4277.0,46
29,3713.0,46
59,5495.0,46
13,1573.0,46
83,5504.0,46
59,5509.0,46
50,5495.0,46
91,5456.0,46
47,5480.0,46
16,2081.0,46
85,5507.0,46
80,5459.0,46
83,5473.0,46
38,4367.0,46
69,5571.0,46
40,4565.0,46
55,5483.0,46
6,775.0,46
55,5493.0,46
26,3312.0,46
29,3694.0,46
9,1046.0,46
3,0.0,46
69,5520.0,46
98,5486.0,46
79,5521.0,46
25,3324.0,46
9,1001.0,46
80,5484.0,46
75,5519.0,46
71,5478.0,46
87,5458.0,46
46,5450.0,46
27,3530.0,46
7,775.0,46
40,4671.0,46
21,2585.0,46
94,5427.0,46
40,4641.0,46
36,4308.0,46
35,4286.0,46
2,0.0,46
59,5529.0,46
4,419.0,46
41,4906.0,46
91,5478.0,46
34,4048.0,46
7,782.0,46
3,0.0,46
54,5495.0,46
65,5537.0,46
58,5522.0,46
28,3533.0,46
24,3186.0,46
10,1286.0,46
25,3300.0,46
70,5514.0,46
66,5487.0,46
